complaint_id,customer_id,complaint_type,complaint_date,status,resolution_days,priority
7061,31298,SIM Activation,2024-05-20 06:18:31,In Progress,,High
7062,17109,SIM Activation,2026-06-01 11:35:01,Closed,1,Low
7063,16720,Call Drop,2025-05-08 08:29:49,In Progress,,Medium
7064,1267,Slow Internet,2024-05-16 10:40:07,Closed,0,Low
7065,42107,Refund Request,2025-10-24 02:40:58,Open,,Critical
7066,39429,Refund Request,2025-08-30 06:48:00,Escalated,,Critical
7067,29742,Call Drop,2023-12-21 23:11:52,Resolved,4,Medium
7068,7047,Signal Not Available,2024-06-08 13:22:24,Escalated,,Low
7069,30371,Refund Request,2025-08-12 18:18:14,Open,,Critical
7070,8917,Customer Service,2023-11-10 10:42:08,Open,,Medium
7071,45531,Network Issue,2024-07-12 18:39:57,Open,,Medium
7072,35180,Billing Dispute,2023-10-11 22:52:31,Escalated,,Medium
7073,7057,Billing Dispute,2024-07-04 09:30:40,Resolved,5,Critical
7074,28259,Billing Dispute,2026-02-10 00:44:51,Resolved,10,Low
7075,47962,Call Drop,2023-08-06 13:28:19,Resolved,12,Low
7076,17621,Slow Internet,2026-04-18 15:48:27,Escalated,,Medium
7077,5597,Network Issue,2024-07-23 15:13:51,Closed,4,Critical
7078,20051,Slow Internet,2024-06-06 00:22:44,Escalated,,High
7079,27422,Signal Not Available,2023-11-24 10:01:40,Open,,Critical
7080,32999,Customer Service,2023-05-15 12:48:35,Closed,6,Medium
7081,38491,Refund Request,2026-05-18 14:09:53,Escalated,,Critical
7082,11026,Slow Internet,2023-05-07 18:26:13,Escalated,,Low
7083,44402,Refund Request,2025-09-16 17:15:22,Open,,Medium
7084,5308,Signal Not Available,2025-07-17 22:05:29,In Progress,,Medium
7085,10164,Recharge Failure,2023-05-26 04:47:37,Closed,2,Critical
7086,26641,Porting Issue,2024-10-09 13:17:31,Escalated,,High
7087,31536,Customer Service,2026-05-01 10:55:35,In Progress,,High
7088,23051,Slow Internet,2023-01-16 17:15:30,Escalated,,Critical
7089,35690,Recharge Failure,2024-03-24 04:18:01,Open,,Low
7090,46367,Slow Internet,2024-02-21 19:41:31,In Progress,,Critical
7091,45750,Call Drop,2025-10-22 17:58:58,Open,,Medium
7092,40490,Call Drop,2024-01-10 00:44:58,Escalated,,Critical
7093,46882,Refund Request,2025-07-16 13:36:27,Escalated,,Low
7094,22348,Porting Issue,2025-08-29 11:30:39,Resolved,2,Medium
7095,5709,Wrong Plan Charged,2025-03-20 14:37:04,Resolved,3,Critical
7096,39883,Recharge Failure,2024-09-11 22:59:25,In Progress,,Critical
7097,48787,Signal Not Available,2025-03-31 14:55:30,Closed,15,Medium
7098,4227,Recharge Failure,2025-01-10 18:09:28,Open,,Low
7099,20989,Slow Internet,2023-12-27 20:22:32,In Progress,,Medium
7100,17217,SIM Activation,2026-06-30 10:11:00,Open,,Critical
7101,25555,Slow Internet,2025-12-17 12:53:19,Resolved,9,Critical
7102,22956,Data Not Working,2023-10-12 00:31:02,Closed,12,Low
7103,44613,SIM Activation,2026-07-27 08:56:55,Escalated,,High
7104,29350,Recharge Failure,2023-05-09 21:54:09,Open,,High
7105,13712,Recharge Failure,2024-11-10 23:16:35,Open,,Low
7106,41042,Slow Internet,2024-02-08 11:03:01,Closed,4,High
7107,40984,Signal Not Available,2025-03-22 13:32:40,Open,,Low
7108,33309,Call Drop,2025-07-17 15:18:22,Resolved,2,Medium
7109,18980,Customer Service,2023-09-04 21:20:15,Open,,Low
7110,8891,Call Drop,2025-04-23 01:09:17,Resolved,0,Critical
7111,46502,Billing Dispute,2024-10-26 21:55:25,Escalated,,Low
7112,35526,Signal Not Available,2025-06-13 14:16:52,Resolved,6,Critical
7113,21754,Recharge Failure,2026-01-22 04:36:29,Resolved,1,Critical
7114,40484,Data Not Working,2025-12-13 11:19:20,Escalated,,High
7115,17281,Customer Service,2024-06-18 11:47:33,Closed,5,Critical
7116,14556,Billing Dispute,2026-04-04 14:25:17,Closed,10,Critical
7117,16669,Call Drop,2023-06-21 13:49:00,Open,,Low
7118,38270,Recharge Failure,2023-02-16 16:09:30,Open,,Medium
7119,20022,Data Not Working,2023-07-28 08:35:54,Escalated,,High
7120,44192,Slow Internet,2025-08-22 16:23:44,Open,,Medium
7121,11165,Porting Issue,2025-03-01 08:34:43,Open,,Critical
7122,28952,Call Drop,2025-08-24 19:55:29,Open,,Low
7123,36663,Call Drop,2025-05-21 03:47:59,Open,,Critical
7124,12851,Porting Issue,2024-05-04 15:56:05,In Progress,,High
7125,11315,Refund Request,2023-08-21 18:37:14,Closed,2,Critical
7126,36845,Signal Not Available,2025-10-21 01:37:05,Escalated,,Critical
7127,14461,Billing Dispute,2024-02-28 02:42:59,Open,,Medium
7128,48063,Porting Issue,2025-12-06 14:45:39,In Progress,,Medium
7129,43503,Billing Dispute,2025-06-01 06:13:20,Open,,High
7130,2541,Signal Not Available,2024-10-27 01:06:27,Open,,Critical
7131,28064,Customer Service,2023-12-17 23:56:07,In Progress,,High
7132,41656,Signal Not Available,2025-06-30 20:59:08,In Progress,,Medium
7133,14694,Call Drop,2025-07-11 12:57:03,Open,,Medium
7134,47968,Porting Issue,2025-07-17 09:01:59,Open,,Low
7135,49330,SIM Activation,2023-04-26 19:06:07,Open,,Low
7136,4338,Recharge Failure,2026-03-20 04:59:17,In Progress,,Medium
7137,18133,Slow Internet,2025-03-17 17:23:29,Escalated,,High
7138,46753,Slow Internet,2025-10-27 17:28:09,Resolved,8,Critical
7139,28017,Recharge Failure,2026-02-06 21:33:23,Resolved,0,Medium
7140,23996,Recharge Failure,2025-11-19 08:44:09,In Progress,,Low
7141,48129,Slow Internet,2026-05-04 06:20:02,Closed,8,Low
7142,423,Call Drop,2025-11-07 15:46:54,Closed,8,Critical
7143,10891,Customer Service,2025-04-13 08:05:48,In Progress,,Medium
7144,34168,Slow Internet,2025-01-12 00:45:29,Resolved,8,High
7145,43638,Call Drop,2024-07-14 07:32:12,Escalated,,High
7146,3495,Wrong Plan Charged,2024-02-07 13:52:22,In Progress,,Low
7147,38082,Billing Dispute,2023-03-03 12:43:37,In Progress,,Low
7148,20110,Customer Service,2023-06-15 04:26:45,Open,,Low
7149,12777,Call Drop,2024-03-07 23:20:19,Closed,8,High
7150,40471,Wrong Plan Charged,2024-12-21 21:12:38,Escalated,,Low
7151,2916,Refund Request,2023-04-06 01:52:15,Closed,12,High
7152,10257,Porting Issue,2025-09-26 08:02:02,Open,,High
7153,46106,Recharge Failure,2024-12-21 19:53:23,In Progress,,Low
7154,23850,Network Issue,2023-08-14 03:02:21,Open,,Medium
7155,32714,Customer Service,2025-03-18 03:01:52,Open,,High
7156,13164,Signal Not Available,2025-11-24 04:15:50,Closed,4,Critical
7157,43283,Call Drop,2024-08-14 06:36:43,Resolved,12,Medium
7158,25521,SIM Activation,2023-09-28 09:20:59,Resolved,3,Medium
7159,36369,Call Drop,2025-01-21 00:43:43,Resolved,8,Low
7160,20758,Recharge Failure,2024-02-16 06:45:46,Open,,High
7161,11818,Recharge Failure,2023-06-28 23:40:39,Escalated,,High
7162,13092,Network Issue,2023-05-30 13:14:57,In Progress,,Low
7163,38456,Network Issue,2023-02-20 17:07:34,Resolved,10,Medium
7164,16682,Network Issue,2023-02-24 11:42:18,In Progress,,Critical
7165,29020,Billing Dispute,2023-07-25 09:14:27,Resolved,6,Critical
7166,49165,Slow Internet,2024-09-23 10:49:06,Resolved,11,Critical
7167,10895,Network Issue,2023-05-19 14:15:50,Open,,Low
7168,7284,Network Issue,2025-02-23 19:11:15,Closed,7,Low
7169,5169,Call Drop,2024-07-11 03:57:12,Open,,Critical
7170,26010,Call Drop,2025-01-26 14:51:41,In Progress,,Low
7171,14616,Recharge Failure,2023-01-07 09:24:04,In Progress,,Low
7172,19207,Customer Service,2024-09-16 12:39:51,Escalated,,Low
7173,34608,Porting Issue,2025-01-10 21:41:04,In Progress,,High
7174,7507,Porting Issue,2024-08-09 06:40:44,Escalated,,Low
7175,46078,Recharge Failure,2025-08-07 04:23:09,Open,,Medium
7176,31736,SIM Activation,2024-11-29 11:11:34,Resolved,12,High
7177,44355,Network Issue,2025-08-22 08:04:47,Closed,13,High
7178,26254,Refund Request,2026-07-27 07:57:45,Open,,High
7179,16423,Porting Issue,2026-07-15 11:00:56,Closed,2,High
7180,39900,Porting Issue,2023-05-12 17:20:32,Resolved,10,Low
7181,18423,Call Drop,2026-05-19 12:12:47,Open,,Critical
7182,30413,Recharge Failure,2023-11-01 06:35:51,Open,,High
7183,15668,Porting Issue,2024-08-08 18:57:40,Escalated,,Medium
7184,1633,Recharge Failure,2023-04-06 07:33:25,In Progress,,Low
7185,28205,Signal Not Available,2025-02-04 20:32:09,Closed,15,Critical
7186,35418,Data Not Working,2025-01-13 18:40:03,Closed,6,Critical
7187,13811,Recharge Failure,2024-04-12 04:40:57,Open,,Medium
7188,42153,SIM Activation,2024-08-18 13:17:24,Open,,Critical
7189,48549,Recharge Failure,2025-07-08 16:54:42,Closed,13,Critical
7190,44866,Data Not Working,2024-11-30 01:16:11,Escalated,,Low
7191,12870,Recharge Failure,2023-08-30 02:11:54,In Progress,,Medium
7192,4581,Slow Internet,2025-11-08 02:30:17,Escalated,,High
7193,14922,Porting Issue,2025-10-13 23:51:49,Open,,High
7194,15145,Refund Request,2023-05-25 23:40:08,Open,,Medium
7195,4872,Refund Request,2026-06-14 18:14:25,In Progress,,High
7196,40421,Data Not Working,2024-08-02 05:08:32,Closed,9,Critical
7197,11694,Billing Dispute,2024-06-02 08:55:38,In Progress,,Low
7198,13214,Signal Not Available,2024-08-05 13:26:46,In Progress,,Critical
7199,4886,Signal Not Available,2024-04-07 17:54:28,Resolved,15,Medium
7200,30457,Refund Request,2025-04-21 04:02:17,In Progress,,Medium
7201,514,Call Drop,2025-06-05 05:52:42,Open,,Medium
7202,45407,Recharge Failure,2025-04-07 16:39:42,Closed,0,Low
7203,1271,Signal Not Available,2024-02-02 18:46:41,Escalated,,Low
7204,24735,Signal Not Available,2025-05-19 09:24:09,Open,,High
7205,11819,Call Drop,2025-09-04 05:27:22,Escalated,,High
7206,47699,Data Not Working,2023-01-21 21:59:12,Open,,High
7207,23533,Call Drop,2025-03-23 11:18:30,Resolved,15,Critical
7208,23693,Slow Internet,2026-03-10 11:27:21,Escalated,,High
7209,946,Network Issue,2023-02-05 12:14:14,Escalated,,Medium
7210,20060,Customer Service,2026-06-16 17:05:43,Open,,High
7211,3663,Data Not Working,2024-08-14 16:20:32,Escalated,,Medium
7212,21799,Data Not Working,2026-04-06 17:34:17,In Progress,,High
7213,34284,Data Not Working,2025-10-03 01:04:40,Escalated,,High
7214,34177,Call Drop,2023-11-04 07:00:03,In Progress,,Critical
7215,34674,Wrong Plan Charged,2026-05-05 02:58:54,Open,,Critical
7216,8782,Call Drop,2023-05-04 13:34:48,Closed,0,Low
7217,139,SIM Activation,2023-10-30 07:46:40,Open,,Critical
7218,38613,Refund Request,2025-09-27 05:43:44,In Progress,,Critical
7219,2677,Call Drop,2023-08-06 16:06:27,In Progress,,Low
7220,10601,SIM Activation,2026-04-07 13:43:22,Escalated,,Low
7221,46318,Call Drop,2025-06-25 13:57:09,Open,,Medium
7222,15683,Data Not Working,2024-09-14 23:22:40,In Progress,,Critical
7223,517,Wrong Plan Charged,2026-07-11 20:21:09,In Progress,,Medium
7224,21253,Refund Request,2026-05-13 08:33:20,Closed,13,Critical
7225,17673,Signal Not Available,2023-03-26 04:59:20,Resolved,12,Critical
7226,15551,Network Issue,2023-07-08 00:00:17,Closed,10,Medium
7227,36532,Data Not Working,2023-08-06 05:53:03,In Progress,,Critical
7228,9870,Signal Not Available,2023-11-22 05:07:03,Open,,High
7229,17711,Customer Service,2025-11-30 08:37:54,Closed,5,Medium
7230,23406,Wrong Plan Charged,2023-01-24 02:39:18,Resolved,7,Low
7231,49038,Recharge Failure,2024-09-17 01:02:48,In Progress,,Critical
7232,30228,Slow Internet,2025-12-13 11:44:19,Resolved,9,Medium
7233,45468,Recharge Failure,2024-04-06 14:40:52,In Progress,,Low
7234,33622,Porting Issue,2025-04-02 23:07:35,Resolved,6,Critical
7235,39853,Data Not Working,2023-02-09 21:12:40,Closed,11,Low
7236,32084,Signal Not Available,2024-04-16 11:14:57,Open,,Low
7237,14660,Slow Internet,2024-11-18 22:13:28,Escalated,,Low
7238,37657,Signal Not Available,2024-01-16 08:46:31,Escalated,,High
7239,15107,Call Drop,2025-06-21 16:30:32,In Progress,,Critical
7240,29459,Call Drop,2023-08-02 03:50:10,In Progress,,Critical
7241,46905,Data Not Working,2025-01-27 21:18:40,Open,,High
7242,42008,Data Not Working,2026-05-10 11:28:25,Resolved,6,Critical
7243,46759,Wrong Plan Charged,2024-05-13 06:16:52,Open,,High
7244,24310,Recharge Failure,2025-01-07 19:12:33,Closed,12,Critical
7245,29886,Call Drop,2025-01-29 11:16:27,Closed,6,High
7246,14570,Slow Internet,2023-01-25 23:15:19,Open,,Low
7247,19853,Data Not Working,2023-09-04 21:08:21,Resolved,13,Medium
7248,10236,Wrong Plan Charged,2023-09-28 06:50:02,Open,,Critical
7249,24757,Signal Not Available,2024-08-15 05:13:02,Closed,2,Medium
7250,652,Customer Service,2026-04-03 07:56:37,Escalated,,High
7251,37767,Porting Issue,2023-09-15 22:28:22,In Progress,,Medium
7252,26249,Recharge Failure,2024-04-07 15:59:51,Escalated,,Critical
7253,9648,Network Issue,2025-11-08 08:23:37,Closed,10,Critical
7254,48380,SIM Activation,2026-05-29 22:02:25,Resolved,7,High
7255,37211,Call Drop,2023-06-15 08:02:53,Closed,1,High
7256,6810,Porting Issue,2025-04-09 14:30:25,In Progress,,Low
7257,28810,Data Not Working,2025-09-07 13:38:43,In Progress,,Low
7258,6441,SIM Activation,2023-06-26 10:41:57,In Progress,,Critical
7259,23935,Recharge Failure,2026-05-28 06:27:57,Escalated,,Critical
7260,2476,Recharge Failure,2023-02-13 18:58:03,Open,,Low
7261,12499,SIM Activation,2025-03-19 12:49:37,Escalated,,Critical
7262,3059,Data Not Working,2025-11-18 20:22:48,Closed,8,Medium
7263,3001,Billing Dispute,2023-09-26 20:42:27,Open,,Critical
7264,25902,Call Drop,2024-01-19 02:10:27,In Progress,,Medium
7265,3181,SIM Activation,2024-02-08 02:19:27,Closed,13,High
7266,23283,Network Issue,2026-05-25 01:42:30,Resolved,0,High
7267,37566,Billing Dispute,2023-09-12 06:39:51,Escalated,,Low
7268,2694,Signal Not Available,2025-06-27 16:30:39,In Progress,,Critical
7269,38505,Signal Not Available,2023-11-21 01:39:18,Resolved,5,Low
7270,37053,Signal Not Available,2025-10-02 05:50:59,Closed,3,Low
7271,47338,Customer Service,2023-01-26 07:13:28,In Progress,,Critical
7272,40615,Customer Service,2023-04-06 09:37:15,Escalated,,Medium
7273,28958,Porting Issue,2026-05-15 00:59:06,Open,,Critical
7274,44736,Recharge Failure,2023-06-05 04:41:01,Resolved,13,High
7275,48370,Network Issue,2024-12-18 06:31:17,Open,,Critical
7276,19417,Signal Not Available,2024-03-07 16:41:35,In Progress,,Critical
7277,44875,Wrong Plan Charged,2025-05-11 11:14:00,Resolved,5,Critical
7278,33986,Wrong Plan Charged,2024-01-20 21:33:05,Open,,Critical
7279,13188,Call Drop,2025-06-09 10:52:22,Open,,High
7280,40759,SIM Activation,2024-11-02 05:25:51,Resolved,0,High
7281,13209,Network Issue,2023-07-12 13:18:47,Closed,2,Low
7282,30532,Porting Issue,2026-06-26 01:06:32,Resolved,10,Medium
7283,16979,Porting Issue,2023-02-02 14:34:10,In Progress,,Low
7284,46686,Data Not Working,2023-01-16 22:30:07,Escalated,,Low
7285,14520,Customer Service,2026-04-03 06:05:43,Resolved,15,Low
7286,44562,Network Issue,2024-10-04 01:01:34,Escalated,,Medium
7287,16526,Porting Issue,2024-10-17 19:35:53,Open,,Critical
7288,34119,Porting Issue,2024-03-22 04:39:00,Resolved,4,High
7289,11677,Call Drop,2023-01-18 22:56:08,Escalated,,Low
7290,34979,Recharge Failure,2026-03-25 12:38:22,In Progress,,Critical
7291,15210,Customer Service,2024-04-30 10:33:24,Open,,Low
7292,18759,Refund Request,2026-07-20 12:57:35,Resolved,4,Medium
7293,19266,SIM Activation,2024-02-18 19:36:08,Open,,Critical
7294,46526,Wrong Plan Charged,2024-06-19 12:33:57,Closed,5,Medium
7295,19994,Customer Service,2025-10-10 00:35:52,Closed,7,High
7296,23144,Billing Dispute,2025-07-01 22:33:59,Escalated,,High
7297,41941,Network Issue,2025-08-30 08:56:58,In Progress,,High
7298,28730,Signal Not Available,2025-02-06 11:06:32,Open,,Medium
7299,20406,Porting Issue,2025-10-09 14:05:37,Resolved,0,Medium
7300,1034,Data Not Working,2023-02-14 20:45:10,Resolved,4,Low
7301,33856,SIM Activation,2025-12-28 13:25:29,Closed,6,Low
7302,40994,Network Issue,2025-04-21 09:30:34,Resolved,11,Low
7303,3631,Wrong Plan Charged,2024-06-18 21:51:09,Closed,1,Critical
7304,30360,Signal Not Available,2025-08-10 17:29:18,Escalated,,Medium
7305,9462,Wrong Plan Charged,2023-04-01 06:45:43,Resolved,6,Critical
7306,14599,Data Not Working,2024-05-14 03:02:25,Closed,9,Low
7307,21727,Recharge Failure,2026-05-10 10:03:43,In Progress,,Critical
7308,30362,Signal Not Available,2025-11-12 16:11:41,Closed,2,Medium
7309,12147,Wrong Plan Charged,2024-05-24 04:56:52,Closed,7,Critical
7310,44063,Recharge Failure,2024-04-15 23:41:15,Escalated,,Low
7311,13880,Network Issue,2023-05-15 14:02:06,In Progress,,Critical
7312,44858,Data Not Working,2025-04-04 04:14:32,In Progress,,High
7313,37553,Data Not Working,2025-06-24 22:41:10,Escalated,,Critical
7314,12838,Billing Dispute,2025-03-23 22:57:28,Resolved,10,Medium
7315,26401,Recharge Failure,2023-10-21 22:50:16,In Progress,,Low
7316,25536,Call Drop,2024-08-27 16:48:11,Resolved,9,Medium
7317,35675,Network Issue,2023-07-29 23:07:21,In Progress,,Critical
7318,18911,Porting Issue,2024-02-27 10:49:08,Resolved,8,Critical
7319,36513,Signal Not Available,2026-05-19 16:40:29,Closed,2,Medium
7320,35958,Billing Dispute,2023-11-29 21:13:44,Open,,High
7321,2374,Call Drop,2023-02-28 19:09:07,Resolved,7,High
7322,48897,Recharge Failure,2025-11-03 17:06:25,Closed,5,High
7323,14673,Slow Internet,2025-03-29 09:07:09,Resolved,8,High
7324,6034,Slow Internet,2023-02-23 09:48:12,In Progress,,Medium
7325,15475,Network Issue,2025-01-01 01:13:26,Resolved,15,Critical
7326,20979,Wrong Plan Charged,2025-05-06 18:29:20,Resolved,5,Critical
7327,47494,Porting Issue,2023-11-28 11:42:44,Resolved,14,Low
7328,20193,Refund Request,2025-11-15 14:37:05,Escalated,,Low
7329,7080,Slow Internet,2025-10-19 03:07:42,In Progress,,Medium
7330,14841,Billing Dispute,2023-07-19 08:54:18,Escalated,,Medium
7331,8627,Slow Internet,2025-09-28 06:10:30,Resolved,14,Low
7332,9181,Billing Dispute,2024-05-04 06:00:18,Open,,Critical
7333,6091,Call Drop,2026-02-01 13:10:08,In Progress,,High
7334,484,Refund Request,2024-04-07 19:23:53,In Progress,,Critical
7335,8075,Billing Dispute,2024-12-23 03:09:13,Open,,High
7336,32087,Recharge Failure,2026-02-18 05:30:29,Closed,10,Low
7337,28617,Billing Dispute,2025-04-06 09:13:53,Closed,15,Critical
7338,26847,Billing Dispute,2025-12-05 18:38:27,In Progress,,Critical
7339,22338,Signal Not Available,2026-01-26 21:46:24,Closed,9,Low
7340,45022,Customer Service,2025-04-09 22:29:01,Escalated,,High
7341,20154,Signal Not Available,2023-04-11 03:49:23,Resolved,4,Low
7342,33406,Refund Request,2026-04-14 13:41:08,Closed,10,Low
7343,38617,Wrong Plan Charged,2025-06-18 22:48:39,In Progress,,Medium
7344,38148,Slow Internet,2023-06-22 03:30:53,Escalated,,Critical
7345,17872,Porting Issue,2025-03-18 19:33:40,Open,,Low
7346,32562,Wrong Plan Charged,2023-10-01 15:17:41,Resolved,12,Critical
7347,23388,Signal Not Available,2023-10-28 12:36:32,Closed,4,Low
7348,46150,Customer Service,2025-02-24 21:06:32,Escalated,,Medium
7349,10125,Slow Internet,2025-12-22 20:25:14,In Progress,,High
7350,5318,Recharge Failure,2025-10-28 23:22:53,In Progress,,Medium
7351,17194,Data Not Working,2024-03-18 10:12:33,Closed,1,High
7352,10622,Slow Internet,2023-04-07 11:58:51,Closed,1,Critical
7353,30498,Billing Dispute,2025-12-23 16:48:37,Escalated,,Low
7354,42410,Billing Dispute,2024-06-26 21:36:17,Open,,Low
7355,40853,Call Drop,2024-01-10 13:33:27,Escalated,,High
7356,24313,Billing Dispute,2023-01-26 01:10:42,Resolved,11,Critical
7357,19198,Porting Issue,2025-03-04 14:33:44,In Progress,,High
7358,28063,Recharge Failure,2025-05-13 18:50:59,In Progress,,Medium
7359,41817,SIM Activation,2025-02-10 06:40:21,Closed,3,Critical
7360,7784,Signal Not Available,2023-12-16 08:21:33,Escalated,,Low
7361,46702,Customer Service,2025-04-22 21:17:25,Open,,High
7362,7661,Data Not Working,2024-11-14 14:57:51,Closed,6,Critical
7363,18392,Billing Dispute,2023-10-14 14:50:32,Resolved,1,High
7364,23226,Wrong Plan Charged,2025-02-24 23:10:07,In Progress,,High
7365,31087,Refund Request,2025-10-08 12:14:04,Resolved,12,Low
7366,37140,Call Drop,2025-04-20 15:35:41,In Progress,,High
7367,13270,Wrong Plan Charged,2025-09-27 03:55:38,Open,,Low
7368,47975,SIM Activation,2025-04-06 01:34:51,Closed,5,Critical
7369,28650,Refund Request,2024-01-22 23:02:28,Escalated,,Critical
7370,42342,Slow Internet,2025-01-16 11:33:33,Closed,7,Critical
7371,46119,Signal Not Available,2024-10-24 10:18:43,Open,,Critical
7372,30147,Porting Issue,2025-08-06 09:09:26,Open,,Critical
7373,47910,Recharge Failure,2026-06-25 19:21:25,Resolved,0,Low
7374,31945,SIM Activation,2025-09-04 01:45:05,Open,,Medium
7375,3469,SIM Activation,2023-06-16 03:35:32,Open,,Medium
7376,45799,Porting Issue,2026-05-22 20:26:25,In Progress,,Critical
7377,22160,Billing Dispute,2023-01-10 20:12:19,Open,,Low
7378,5011,Data Not Working,2023-06-02 11:46:51,In Progress,,High
7379,10700,Wrong Plan Charged,2023-07-05 21:52:45,Closed,5,High
7380,36998,Refund Request,2026-01-01 18:18:49,In Progress,,High
7381,4402,Network Issue,2024-01-04 13:31:56,In Progress,,High
7382,19146,Call Drop,2026-01-10 07:31:27,Resolved,3,Low
7383,16544,Data Not Working,2025-03-10 13:06:38,Closed,15,Critical
7384,19166,Call Drop,2025-08-18 16:37:18,In Progress,,Medium
7385,19623,Porting Issue,2025-10-02 19:08:17,Resolved,8,Critical
7386,17136,Customer Service,2025-05-06 19:11:35,Resolved,1,Medium
7387,12791,Wrong Plan Charged,2023-08-01 13:20:03,Open,,Medium
7388,36046,Network Issue,2026-02-16 03:12:41,Resolved,7,High
7389,35006,Refund Request,2025-01-08 21:54:27,Open,,Critical
7390,45752,Porting Issue,2024-02-07 20:47:55,Resolved,1,Medium
7391,34390,Customer Service,2023-08-13 05:06:04,Escalated,,Critical
7392,30746,Data Not Working,2023-06-16 09:13:16,Escalated,,Medium
7393,14802,Data Not Working,2024-08-22 18:46:43,Closed,6,Medium
7394,21484,Porting Issue,2026-04-04 18:54:50,In Progress,,High
7395,16739,Recharge Failure,2024-05-14 02:23:37,Escalated,,Low
7396,33364,Call Drop,2026-07-22 19:47:05,Open,,Low
7397,27546,Refund Request,2025-07-07 21:02:05,Resolved,7,High
7398,43388,Recharge Failure,2025-11-18 17:06:26,Escalated,,Low
7399,29374,Refund Request,2023-10-09 14:06:23,In Progress,,Critical
7400,49703,SIM Activation,2025-07-29 18:23:21,Closed,2,High
7401,43736,Data Not Working,2025-11-19 18:41:19,In Progress,,Low
7402,35635,Refund Request,2023-01-08 21:12:11,Escalated,,Critical
7403,38057,Signal Not Available,2023-01-25 17:56:57,Closed,7,Low
7404,4615,Data Not Working,2023-03-31 06:41:22,Escalated,,Medium
7405,24106,Wrong Plan Charged,2023-02-18 01:04:30,In Progress,,Low
7406,47017,Data Not Working,2024-03-16 16:27:06,In Progress,,Critical
7407,17752,Customer Service,2025-07-06 16:48:09,Escalated,,Critical
7408,11104,SIM Activation,2025-05-22 11:31:00,Closed,10,Low
7409,39696,Wrong Plan Charged,2023-06-06 22:46:47,Closed,4,Critical
7410,18502,Data Not Working,2025-09-21 16:09:45,Open,,Medium
7411,36043,Recharge Failure,2023-11-09 01:09:13,In Progress,,Critical
7412,45289,Data Not Working,2023-07-28 04:09:43,Resolved,3,High
7413,47973,Wrong Plan Charged,2024-10-06 12:55:38,Resolved,7,High
7414,5250,Refund Request,2026-04-19 11:18:58,Open,,Low
7415,46308,Porting Issue,2026-06-20 23:25:59,Open,,Medium
7416,9724,Refund Request,2025-06-11 21:45:01,In Progress,,Low
7417,44793,Network Issue,2025-02-05 20:04:33,Closed,8,Low
7418,3492,Refund Request,2026-02-25 15:21:08,Escalated,,Critical
7419,32610,Recharge Failure,2025-08-02 10:55:50,Closed,11,Medium
7420,49848,Porting Issue,2026-01-20 16:31:50,Resolved,5,Low
7421,13148,Billing Dispute,2023-06-24 10:50:48,In Progress,,Medium
7422,26040,Slow Internet,2025-08-28 14:49:00,Open,,Low
7423,64,Wrong Plan Charged,2023-06-27 14:53:03,In Progress,,High
7424,45059,Customer Service,2025-10-09 00:25:26,Resolved,15,High
7425,20955,SIM Activation,2024-05-08 09:00:11,Resolved,4,Low
7426,38642,Refund Request,2025-05-18 06:21:28,Escalated,,Low
7427,29357,Wrong Plan Charged,2024-04-28 10:04:58,Resolved,13,Critical
7428,12945,Billing Dispute,2024-11-16 00:35:11,Resolved,12,Critical
7429,1360,SIM Activation,2024-04-12 04:38:42,Escalated,,High
7430,43329,Data Not Working,2024-09-26 04:37:27,Closed,7,Low
7431,15312,Slow Internet,2025-07-09 02:58:03,Resolved,12,Critical
7432,45649,Recharge Failure,2026-06-01 18:58:02,In Progress,,Low
7433,31602,Porting Issue,2025-05-31 16:00:19,Open,,Medium
7434,29114,Porting Issue,2025-07-08 22:46:51,Resolved,4,High
7435,12321,Wrong Plan Charged,2024-09-06 16:31:40,Closed,2,Critical
7436,40016,Recharge Failure,2025-12-26 09:02:43,Closed,13,Low
7437,12462,SIM Activation,2024-07-20 23:34:51,Resolved,10,Medium
7438,49645,Call Drop,2025-11-06 04:12:54,Open,,Critical
7439,39361,Billing Dispute,2023-11-12 02:54:54,Resolved,15,Low
7440,26430,Billing Dispute,2023-08-26 19:54:33,In Progress,,High
7441,7357,Network Issue,2023-11-11 09:44:06,Escalated,,High
7442,48267,Signal Not Available,2024-08-21 16:37:32,Open,,Critical
7443,30570,Data Not Working,2024-04-27 22:11:03,Open,,Critical
7444,48549,Signal Not Available,2023-01-11 07:10:31,Closed,8,Critical
7445,27845,Customer Service,2023-05-19 15:14:00,In Progress,,Critical
7446,40548,Customer Service,2023-11-17 11:53:17,Resolved,8,Critical
7447,21708,Call Drop,2026-03-18 00:42:55,In Progress,,Medium
7448,9160,Porting Issue,2025-01-02 10:13:29,Open,,High
7449,30572,Billing Dispute,2023-12-11 10:24:42,Escalated,,Critical
7450,25267,Refund Request,2026-02-20 16:04:36,Closed,14,Low
7451,35517,Wrong Plan Charged,2023-01-16 16:55:35,Closed,0,Low
7452,43203,Network Issue,2023-06-10 22:22:16,Closed,12,High
7453,25928,Customer Service,2023-08-10 21:24:35,In Progress,,Critical
7454,48132,Refund Request,2025-11-22 22:00:03,Closed,3,High
7455,35898,Customer Service,2024-08-25 03:31:22,Escalated,,Critical
7456,8760,Slow Internet,2025-07-02 07:40:20,Closed,4,Critical
